name;vecpos;transformPosX;transformPosY;ScaleX;ScaleY;rotation;filepath;boxColliderWidthLeftOrRightX;boxColliderWidthLeftOrRighY;boxColliderHeightUpOrDownX;boxColliderHeightUpOrDownY;boxColliderExists;solid;sortingLayer;gravity;mass;physicsBodyExists;id;parentId;nextPosX;nextPosY;lastPosX;lastPosY;listPos;highestChild;positionToParentX;positionToParentY;animatorExists;prefabExist;loadInMemory;pathToPrefab;tag;lightExist;lightRadius;lightIntensity;render
LightLamp;0;-106.157227;-100.000000;5.000000;5.000000;assets\Sprites\Enviroment\Objects\Light.png;0;0.000000;0.000000;0.000000;0.000000;False;False;5;0.000000;0.000000;False;249;-1;-106.157227;-100.000000;-107.014404;-100.000000;listpos;childCount;0.000000;0.000000;False;True;False;..\..\DasynceSE\assets\LightLamp.prfb;none;True;650.000000;1.000000;False;0.911190;0.800248;0.439141;True
LightLampSource(D)(D);0;-113.593079;-108.099854;1.000000;1.000000;assets\Sprites\transparent.png;0;0.000000;0.000000;0.000000;0.000000;False;False;5;0.000000;0.000000;False;250;249;-113.593079;-108.099854;-114.450256;-108.099854;listpos;childCount;7.435852;8.099854;False;False;False;;none;True;100.000000;0.500000;False;0.940793;0.740126;0.091350;True
LightLamp(D)(D)(D);0;321.448975;-92.950012;5.000000;5.000000;assets\Sprites\Enviroment\Objects\Light.png;0;0.000000;0.000000;0.000000;0.000000;False;False;5;0.000000;0.000000;False;253;-1;321.448975;-92.950012;320.441895;-92.950012;listpos;childCount;0.000000;0.000000;False;False;False;;none;True;650.000000;1.000000;False;0.911190;0.800248;0.439141;True
LightLampSource(D)(D)(D);0;319.413147;-97.411163;1.000000;1.000000;assets\Sprites\transparent.png;0;0.000000;0.000000;0.000000;0.000000;False;False;5;0.000000;0.000000;False;254;253;319.413147;-97.411163;318.406067;-97.411163;listpos;childCount;2.035828;4.461151;False;False;False;;none;True;100.000000;0.500000;False;0.940793;0.740126;0.091350;True
Sprite 21 ID 255;0;443.549622;-335.272888;4.000000;4.000000;assets\Sprites\Enviroment\Objects\Kühler.png;0;0.000000;0.000000;0.000000;0.000000;False;False;6;0.000000;0.000000;False;255;261;443.549622;-335.272888;442.992493;-335.272888;listpos;childCount;-100.886108;-18.019287;False;False;False;;none;False;100.000000;200.000000;True;1.000000;1.000000;1.000000;True
Sprite 22 ID 258;0;346.413391;-338.687378;4.000000;4.000000;assets\Sprites\Enviroment\Objects\Table.png;0;0.000000;0.000000;0.000000;0.000000;False;False;5;0.000000;0.000000;False;258;261;346.413391;-338.687378;346.670471;-338.687378;listpos;childCount;-3.749878;-14.604797;False;False;False;;none;False;100.000000;200.000000;True;1.000000;1.000000;1.000000;True
PipeConnect;0;-174.020752;-379.252441;4.000000;4.000000;assets\Sprites\Enviroment\Objects\Pipe\PipeCorner.png;0;0.000000;0.000000;0.000000;0.000000;False;False;5;0.000000;0.000000;False;259;202;-174.020752;-379.252441;-173.463623;-379.252441;listpos;childCount;10.735657;-0.202148;False;False;False;;none;False;100.000000;200.000000;True;1.000000;1.000000;1.000000;True
PipeConnect(D);0;-233.892151;89.026550;4.000000;4.000000;assets\Sprites\Enviroment\Objects\Pipe\PipeCorner.png;270;0.000000;0.000000;0.000000;0.000000;False;False;5;0.000000;0.000000;False;260;208;-233.892151;89.026550;-232.734985;89.026550;listpos;childCount;0.135132;3.968018;False;False;False;;none;False;100.000000;200.000000;True;1.000000;1.000000;1.000000;True
Furnite_1;0;342.663513;-353.292175;1.000000;1.000000;assets\Sprites\transparent.png;0;0.000000;0.000000;0.000000;0.000000;False;False;5;0.000000;0.000000;False;261;-1;342.663513;-353.292175;342.106384;-352.735046;listpos;childCount;0.000000;0.000000;False;False;False;;none;False;100.000000;200.000000;False;1.000000;1.000000;1.000000;True
Sprite 26 ID 262;0;120.856934;-163.713928;15.705832;4.000000;assets\Sprites\Enviroment\Objects\Pipe\pipe.png;0;0.000000;0.000000;0.000000;0.000000;False;False;5;0.000000;0.000000;False;262;-1;120.856934;-163.713928;119.999756;-163.713928;listpos;childCount;0.000000;0.000000;False;False;False;;none;False;100.000000;200.000000;True;1.000000;1.000000;1.000000;True
Sprite 27 ID 263;0;380.334900;-210.020813;4.000000;2.000000;assets\Sprites\Enviroment\Objects\Pipe\pipe_rotated.png;0;0.000000;0.000000;0.000000;0.000000;False;False;5;0.000000;0.000000;False;263;-1;380.334900;-210.020813;380.334900;-210.235107;listpos;childCount;0.000000;0.000000;False;False;False;;none;False;100.000000;200.000000;True;1.000000;1.000000;1.000000;True
Sprite 28 ID 264;0;71.528625;-163.778137;4.000000;4.000000;assets\Sprites\Enviroment\Objects\Pipe\PipeCorner.png;0;0.000000;0.000000;0.000000;0.000000;False;False;5;0.000000;0.000000;False;264;-1;71.528625;-163.778137;71.121399;-163.371033;listpos;childCount;0.000000;0.000000;False;False;False;;none;False;100.000000;200.000000;True;1.000000;1.000000;1.000000;True
pipe_up(D);0;478.591614;143.565857;4.000000;22.302177;assets\Sprites\Enviroment\Objects\Pipe\pipe_rotated.png;0;0.000000;0.000000;0.000000;0.000000;False;False;5;0.000000;0.000000;False;265;205;478.591614;143.565857;478.998718;143.158691;listpos;childCount;-478.591614;-143.565857;False;False;False;;none;False;100.000000;200.000000;True;1.000000;1.000000;1.000000;True
PipeConnect(D)(D);0;478.456482;139.597839;4.000000;4.000000;assets\Sprites\Enviroment\Objects\Pipe\PipeCorner.png;270;0.000000;0.000000;0.000000;0.000000;False;False;5;0.000000;0.000000;False;266;265;478.456482;139.597839;478.863586;139.190674;listpos;childCount;0.135132;3.968018;False;False;False;;none;False;100.000000;200.000000;True;1.000000;1.000000;1.000000;True
